Overall Rating,House Type,Number of Reviews,Number of beds,Number of Bath,Number of bedroom,Number of guests,Superhost,New Listing,Latitude,Longitude,Cleanliness,Accuracy,Communication,Location,Check_in,Value,Essentials,Air conditioning,Cleaning products,Cooking basics,Dryer,Heating,Hot tub,Kitchen,Pool,Washer,Wifi,Bathtub,TV,Dishwasher,Stove,Beach access,Lake access,Waterfront,BBQ grill,Fire pit,Free parking on premise,Sauna,Breakfast,Bay view,Beach view,Canal view,City skyline view,Courtyard view,Desert view,Garden view,Golf course view,Harbor view,Lake view,Marina view,Mountain view,Ocean view,Park view,Pool view,Resort view,River view,Sea view,Valley view,Vineyard view,Fireplace,Cost
4.88,Room,562,1.0,1.0,1.0,2.0,True,False,38.6410000000,-90.2564000000,4.90,4.90,4.90,5.00,4.90,4.90,True,True,False,True,True,True,False,True,False,True,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,79
5.00,home,6,2.0,1.0,1.0,5.0,False,False,38.6235912721,-90.1897386112,5.00,5.00,5.00,5.00,5.00,5.00,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,210
4.97,Room,567,1.0,1.0,1.0,2.0,True,False,38.5879300000,-90.2212500000,5.00,5.00,5.00,4.80,5.00,4.90,True,False,True,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,91
4.42,rental unit,33,1.0,1.0,1.0,2.0,False,False,38.6029400000,-90.2056100000,4.60,4.70,4.50,4.70,4.20,4.60,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,107
4.71,rental unit,206,2.0,2.0,2.0,4.0,False,False,38.6300000000,-90.1938000000,4.70,4.80,4.90,4.80,4.70,4.80,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,112
4.68,rental unit,273,1.0,1.0,1.0,2.0,False,False,38.6300000000,-90.1938000000,4.70,4.80,4.90,4.80,4.80,4.70,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,107
4.61,townhouse ,129,1.0,1.0,1.0,2.0,False,False,38.5905500000,-90.2370600000,4.50,4.70,4.80,4.30,4.90,4.50,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,112
4.56,rental unit,147,1.0,1.0,1.0,2.0,False,False,38.6159900000,-90.2091800000,4.70,4.80,4.70,4.90,4.60,4.70,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,95
4.73,home,162,2.0,1.0,2.0,4.0,True,False,38.5926000000,-90.2647900000,4.80,4.80,4.70,4.40,5.00,4.70,True,True,True,True,True,True,False,True,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,137
4.80,serviced apartment ,126,1.0,1.0,1.0,2.0,True,False,38.5970300000,-90.2814700000,4.90,4.90,4.70,4.80,5.00,4.80,True,True,True,True,True,True,False,True,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,108
4.74,home,38,1.0,1.0,1.0,4.0,False,False,38.6028600000,-90.2212500000,4.70,4.80,4.90,4.80,5.00,4.70,True,True,True,True,True,True,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,99
4.97,home ,33,5.0,1.5,2.0,7.0,True,False,38.6203000000,-90.2756000000,5.00,4.90,5.00,4.80,5.00,4.90,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,183
4.65,serviced apartment ,78,1.0,1.0,1.0,2.0,True,False,38.5884500000,-90.3078400000,4.90,4.80,4.60,4.80,4.80,4.80,True,True,True,True,True,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,112
4.90,home,183,3.0,1.0,2.0,6.0,True,False,38.6186900000,-90.2766500000,4.90,5.00,5.00,4.80,4.90,4.80,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,153
4.87,rental unit,"1,099",2.0,1.0,1.0,2.0,True,False,38.6234300000,-90.3076600000,4.80,4.90,5.00,4.90,5.00,4.90,True,True,True,True,True,True,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,106
4.99,Room,458,1.0,1.0,1.0,2.0,False,False,38.5858400000,-90.2202500000,5.00,5.00,5.00,4.80,5.00,5.00,True,False,True,False,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,89
4.82,rental unit ,142,1.0,1.0,1.0,3.0,True,False,38.6099300000,-90.2034600000,4.80,4.90,4.90,4.70,4.80,4.80,True,True,True,True,True,True,False,True,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,140
4.93,loft ,556,1.0,1.0,1.0,2.0,True,False,38.6290000000,-90.1951000000,4.90,4.90,5.00,5.00,5.00,4.90,True,True,False,True,True,True,False,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,205
4.65,home,508,4.0,1.5,4.0,8.0,False,False,38.5519700000,-90.2672700000,4.70,4.80,4.80,4.30,4.90,4.60,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,223
4.97,home ,106,2.0,1.0,1.0,4.0,True,False,38.7774400000,-90.4844100000,5.00,5.00,5.00,5.00,5.00,5.00,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,167
4.86,Room,551,1.0,1.0,1.0,2.0,True,False,38.6417000000,-90.2567000000,4.90,4.90,4.90,5.00,4.90,4.90,True,True,False,True,True,True,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,79
4.78,rental unit ,23,1.0,1.0,1.0,2.0,False,False,38.6032952581,-90.2072039335,4.70,4.80,4.70,4.70,4.40,4.70,True,True,True,True,True,True,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,107
4.93,rental unit,536,1.0,1.0,1.0,3.0,True,False,38.6128300000,-90.2054200000,4.90,5.00,5.00,4.90,5.00,4.90,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,147
4.93,home,258,3.0,1.0,2.0,6.0,True,False,38.6199500000,-90.3165800000,4.90,5.00,5.00,5.00,5.00,4.90,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,225
4.98,cabin,268,1.0,1.0,1.0,4.0,True,False,38.7894600000,-90.4809300000,5.00,5.00,5.00,5.00,5.00,4.80,True,True,True,False,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,227
4.93,home,153,5.0,1.0,2.0,6.0,True,False,38.6269300000,-90.2571600000,4.90,4.90,4.90,4.90,5.00,4.90,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,185
5.00,Room,1,1.0,1.5,1.0,2.0,False,True,38.5950000000,-90.2288000000,0.00,0.00,0.00,0.00,0.00,0.00,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,48
4.87,guest suite ,502,2.0,1.0,1.0,4.0,True,False,38.6110700000,-90.2514800000,4.90,4.90,4.90,5.00,5.00,4.80,True,True,True,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,129
4.86,rental unit,21,1.0,1.0,1.0,3.0,True,False,38.6309108990,-90.2613038927,4.80,4.90,5.00,4.90,4.90,4.90,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,170
4.80,serviced apartment,82,1.0,1.0,1.0,3.0,True,False,38.5888200000,-90.3095100000,4.80,4.80,4.70,4.90,5.00,4.80,True,True,True,True,True,True,False,True,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,111
4.83,rental unit,29,2.0,1.0,1.0,4.0,True,False,38.6085515302,-90.2848518992,4.90,4.90,5.00,4.90,4.90,4.90,True,True,True,True,True,True,False,True,False,True,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,102
4.90,rental unit ,357,2.0,2.0,2.0,6.0,True,False,38.6014300000,-90.2169900000,4.90,4.90,4.90,4.90,4.90,4.90,True,True,False,True,True,True,False,True,False,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,118
4.98,home,424,1.0,1.0,1.0,2.0,True,False,38.7732900000,-90.4894700000,5.00,5.00,5.00,5.00,5.00,4.90,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,136
5.00,guesthouse ,20,1.0,1.0,1.0,4.0,False,False,38.7444000000,-90.3113000000,5.00,5.00,5.00,4.90,5.00,5.00,True,True,True,True,True,True,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,79
4.58,rental unit,383,1.0,1.0,1.0,3.0,False,False,38.5994400000,-90.2418900000,4.70,4.70,4.50,4.80,4.50,4.70,True,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,95
5.00,home ,38,3.0,1.0,2.0,5.0,True,False,38.6220600000,-90.3098600000,5.00,5.00,5.00,4.90,5.00,4.90,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,257
5.00,loft,46,2.0,1.0,1.0,8.0,True,False,38.6485000000,-90.2551000000,5.00,5.00,5.00,4.90,5.00,5.00,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,160
4.81,townhouse,64,2.0,1.0,2.0,3.0,True,False,38.6480100000,-90.2599300000,4.80,4.80,5.00,5.00,4.90,4.80,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,197
4.56,Room,16,1.0,1.5,1.0,2.0,False,False,38.7184000000,-90.3520000000,4.20,4.60,4.90,4.90,4.90,4.70,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,58
3.17,rental unit ,12,2.0,2.0,2.0,4.0,False,False,38.6299000000,-90.1935000000,3.30,4.20,4.20,3.80,4.20,3.20,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,112
4.97,rental unit,147,1.0,1.0,1.0,2.0,True,False,38.6091400000,-90.2542100000,5.00,5.00,5.00,5.00,5.00,4.90,True,True,False,False,True,True,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,119
4.89,rental unit ,206,1.0,1.0,1.0,2.0,True,False,38.6499700000,-90.2612000000,5.00,4.90,5.00,5.00,4.90,4.80,True,True,False,False,True,True,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,113
4.91,place ,80,2.0,1.0,1.0,4.0,True,False,38.6276800000,-90.2950000000,5.00,4.90,5.00,4.90,5.00,4.90,True,True,False,True,True,True,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,124
4.91,Room,213,1.0,1.0,1.0,2.0,False,False,38.6251900000,-90.2892500000,4.90,5.00,4.90,4.90,4.90,4.90,True,True,False,True,True,True,False,True,False,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,74
4.65,rental unit,154,2.0,2.0,2.0,4.0,False,False,38.6300000000,-90.1938000000,4.70,4.90,4.90,4.90,4.80,4.70,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,112
4.78,rental unit ,125,1.0,1.0,1.0,2.0,True,False,38.6404500000,-90.2389200000,4.80,4.90,4.90,4.80,4.90,4.70,True,True,False,False,True,True,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,110
5.00,home,107,2.0,1.0,2.0,4.0,True,False,38.5813000000,-90.2882000000,5.00,5.00,5.00,5.00,5.00,5.00,True,True,True,True,True,True,False,True,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,209
4.65,rental unit,17,2.0,2.0,2.0,4.0,True,False,38.6311596259,-90.1932534067,4.90,4.90,5.00,4.70,4.60,4.80,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,246
4.00,condo,10,1.0,1.0,1.0,3.0,False,False,38.6482200000,-90.2764000000,4.10,4.30,4.40,4.50,4.70,4.10,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,144
4.92,home,95,2.0,1.0,1.0,5.0,True,False,38.6088100000,-90.2796800000,4.90,5.00,4.90,4.90,5.00,4.90,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,227
4.88,home ,42,5.0,3.5,5.0,12.0,True,False,38.6460275222,-90.2464236971,4.80,4.90,5.00,4.70,5.00,4.80,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,453
4.95,Room,22,1.0,1.0,1.0,2.0,False,False,38.6580918851,-90.3068421878,4.80,4.90,5.00,4.90,4.80,5.00,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,70
4.89,home,27,2.0,1.0,2.0,4.0,False,False,38.5960000000,-90.3008000000,4.80,4.90,4.90,5.00,5.00,4.70,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,147
4.92,loft,306,1.0,1.0,1.0,2.0,True,False,38.6298500000,-90.1959200000,4.80,4.90,5.00,4.80,4.90,4.80,True,True,False,True,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,205
4.82,home,45,2.0,1.0,1.0,4.0,True,False,38.6079200000,-90.2066400000,4.90,4.90,5.00,4.80,4.90,4.70,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,189
4.91,guest suite,336,1.0,1.0,1.0,2.0,True,False,38.6008500000,-90.2232600000,4.90,5.00,5.00,4.90,5.00,4.90,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,160
5.00,bungalow,4,2.0,1.0,2.0,4.0,False,False,38.6017761895,-90.2819056656,5.00,5.00,5.00,4.80,5.00,4.80,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,194
4.80,home,400,4.0,2.0,3.0,8.0,True,False,38.6108700000,-90.2022200000,4.60,4.90,4.90,4.90,4.90,4.80,True,True,False,True,True,True,False,True,False,True,True,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,221
4.42,rental unit,36,2.0,1.0,2.0,4.0,False,False,38.6133300000,-90.2651300000,4.60,4.70,4.60,4.80,4.60,4.60,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,130
5.00,rental unit,2,2.0,1.0,1.0,3.0,False,True,38.5965674074,-90.2187272374,0.00,0.00,0.00,0.00,0.00,0.00,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,151
4.81,guesthouse ,194,1.0,1.0,1.0,2.0,False,False,38.6491500000,-90.2723200000,4.70,4.90,4.70,5.00,4.90,4.80,True,True,False,True,True,True,False,True,False,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,145
4.97,home,34,3.0,2.5,3.0,8.0,True,False,38.5932106165,-90.2455112862,4.80,4.90,5.00,4.50,4.90,4.90,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,354
4.82,condo ,126,2.0,1.5,1.0,3.0,True,False,38.6095600000,-90.2459200000,4.90,4.80,4.90,4.90,4.90,4.80,True,True,False,True,True,True,False,True,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,128
4.51,rental unit,142,1.0,1.0,1.0,2.0,False,False,38.6172800000,-90.2086700000,4.60,4.70,4.50,4.80,4.50,4.60,True,True,True,True,True,True,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,95
4.96,home,451,2.0,1.5,2.0,4.0,True,False,38.6136600000,-90.1997100000,5.00,5.00,5.00,4.90,5.00,4.90,True,False,False,True,True,True,False,True,False,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,188
4.93,rental unit ,601,2.0,1.0,1.0,4.0,True,False,38.6108500000,-90.2078600000,4.90,5.00,5.00,4.80,5.00,4.90,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,129
4.89,rental unit,445,2.0,1.0,1.0,4.0,True,False,38.6071300000,-90.2847200000,4.90,4.90,5.00,4.90,5.00,4.90,True,True,True,True,True,True,False,True,False,True,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,92
4.60,rental unit,157,1.0,1.0,1.0,2.0,False,False,38.6158000000,-90.2101400000,4.70,4.80,4.60,4.90,4.50,4.70,True,True,True,True,True,True,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,95
4.67,rental unit,3,1.0,1.0,1.0,2.0,False,False,38.6289597195,-90.2618140058,5.00,4.70,4.70,4.70,4.70,4.70,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,137
4.60,rental unit,5,1.0,1.0,1.0,2.0,True,False,38.6009713136,-90.2983877486,5.00,4.60,4.60,4.20,4.40,4.40,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,102
4.95,guest suite ,61,1.0,1.0,1.0,3.0,True,False,38.5959600000,-90.2564900000,4.80,5.00,5.00,4.90,4.90,4.90,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,131
4.92,rental unit ,219,3.0,1.5,2.0,6.0,True,False,38.6081400000,-90.2034000000,4.90,4.90,5.00,4.90,4.90,4.90,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,204
5.00,rental unit ,3,2.0,1.0,1.0,2.0,False,False,38.6510000000,-90.2845000000,5.00,4.70,5.00,4.70,4.70,5.00,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,177
4.49,condo,205,2.0,1.0,2.0,5.0,False,False,39.0485200000,-94.5994800000,4.60,4.60,4.60,4.70,4.70,4.40,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,163
4.96,Room,594,1.0,1.0,1.0,3.0,False,False,38.6049100000,-90.2385100000,5.00,5.00,5.00,5.00,5.00,5.00,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,68
4.94,Room,171,1.0,1.0,1.0,2.0,False,False,38.6271700000,-90.2896600000,4.80,5.00,5.00,4.90,5.00,4.90,True,True,False,True,True,True,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80
4.86,rental unit ,232,2.0,1.0,1.0,4.0,True,False,38.6080400000,-90.2802400000,5.00,4.90,4.90,4.90,5.00,4.80,True,True,False,True,True,True,False,True,False,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,114
4.73,rental unit,312,1.0,1.0,1.0,2.0,False,False,38.6300000000,-90.1938000000,4.80,4.90,4.90,4.80,4.80,4.70,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,107
4.67,rental unit ,162,1.0,1.0,1.0,2.0,False,False,38.6300000000,-90.1938000000,4.80,4.90,4.80,4.80,4.80,4.70,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,107
4.90,rental unit,"1,032",1.0,1.0,1.0,2.0,True,False,38.5927500000,-90.2237800000,4.90,4.90,4.90,4.80,4.90,4.90,True,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,118
5.00,home,16,3.0,1.0,3.0,6.0,False,False,38.5672628938,-90.2461438839,4.80,5.00,5.00,4.40,5.00,4.90,True,True,False,True,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,227
4.89,rental unit ,"1,144",1.0,1.0,1.0,5.0,True,False,38.6004400000,-90.2153700000,4.90,4.90,4.90,4.90,5.00,4.90,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,111
4.87,home ,160,1.0,1.0,1.0,3.0,True,False,38.6131100000,-90.2746700000,4.80,4.90,4.70,4.90,4.90,4.90,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,102
4.95,guesthouse,683,1.0,1.0,1.0,2.0,True,False,38.6087000000,-90.2140000000,4.90,5.00,5.00,4.90,5.00,4.90,True,True,True,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,119
4.86,rental unit ,95,1.0,1.0,1.0,4.0,True,False,38.6024100000,-90.2533300000,4.80,4.90,5.00,5.00,5.00,4.90,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,97
